file,texture,width,height,selected_pixels,alpha_zero,alpha_full,alpha_partial,alpha_min,alpha_max
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0_add\textures\models\parts\foregrip\add_foregrip_r_color_mask.png,textures/models/parts/foregrip/add_foregrip_r_color_mask,64,32,115,0,0,115,11,254
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0_add\textures\models\parts\foregrip\add_foregrip_s_color_mask.png,textures/models/parts/foregrip/add_foregrip_s_color_mask,32,16,473,0,353,120,7,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0_add\textures\models\parts\foregrip\add_foregrip_t_color_mask.png,textures/models/parts/foregrip/add_foregrip_t_color_mask,38,20,259,0,0,259,4,254
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0\textures\models\parts\foregrip\foregrip_a_color_mask.png,textures/models/parts/foregrip/foregrip_a_color_mask,34,18,577,0,0,577,63,247
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0\textures\models\parts\foregrip\foregrip_b_color_mask.png,textures/models/parts/foregrip/foregrip_b_color_mask,10,6,56,0,0,56,41,252
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0\textures\models\parts\foregrip\foregrip_c_color_mask.png,textures/models/parts/foregrip/foregrip_c_color_mask,16,22,340,0,0,340,68,253
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0\textures\models\parts\foregrip\foregrip_d_color_mask.png,textures/models/parts/foregrip/foregrip_d_color_mask,10,14,129,0,2,127,95,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0\textures\models\parts\foregrip\foregrip_f_color_mask.png,textures/models/parts/foregrip/foregrip_f_color_mask,6,6,30,0,0,30,53,249
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0\textures\models\parts\foregrip\foregrip_g_color_mask.png,textures/models/parts/foregrip/foregrip_g_color_mask,20,20,394,0,0,394,67,253
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0\textures\models\parts\foregrip\foregrip_h_color_mask.png,textures/models/parts/foregrip/foregrip_h_color_mask,8,14,111,0,2,109,81,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0\textures\models\parts\foregrip\foregrip_i_color_mask.png,textures/models/parts/foregrip/foregrip_i_color_mask,28,44,1225,0,8,1217,67,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0\textures\models\parts\foregrip\foregrip_j_color_mask.png,textures/models/parts/foregrip/foregrip_j_color_mask,22,26,569,0,0,569,60,244
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0_add\textures\models\parts\gunstock\add_gunstock_a_color_mask.png,textures/models/parts/gunstock/add_gunstock_a_color_mask,64,32,883,0,0,883,4,254
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0_add\textures\models\parts\gunstock\add_gunstock_b_color_mask.png,textures/models/parts/gunstock/add_gunstock_b_color_mask,36,24,826,0,0,826,4,254
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0_add\textures\models\parts\gunstock\add_gunstock_c_color_mask.png,textures/models/parts/gunstock/add_gunstock_c_color_mask,50,28,722,0,0,722,2,250
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0_add\textures\models\parts\gunstock\add_gunstock_d_color_mask.png,textures/models/parts/gunstock/add_gunstock_d_color_mask,44,22,903,0,0,903,1,250
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0_add\textures\models\parts\gunstock\add_gunstock_e_color_mask.png,textures/models/parts/gunstock/add_gunstock_e_color_mask,18,36,311,0,0,311,3,253
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0_add\textures\models\parts\gunstock\add_gunstock_f_color_mask.png,textures/models/parts/gunstock/add_gunstock_f_color_mask,64,32,1225,0,36,1189,7,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0_add\textures\models\parts\gunstock\add_gunstock_g_color_mask.png,textures/models/parts/gunstock/add_gunstock_g_color_mask,32,20,639,0,0,639,5,250
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0_add\textures\models\parts\gunstock\add_gunstock_h_color_mask.png,textures/models/parts/gunstock/add_gunstock_h_color_mask,38,34,839,0,0,839,2,251
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0_add\textures\models\parts\gunstock\add_gunstock_i_color_mask.png,textures/models/parts/gunstock/add_gunstock_i_color_mask,38,30,1108,0,0,1108,4,253
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0_add\textures\models\parts\gunstock\add_gunstock_j_color_mask.png,textures/models/parts/gunstock/add_gunstock_j_color_mask,46,26,1144,0,0,1144,1,252
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0_add\textures\models\parts\gunstock\add_gunstock_k_color_mask.png,textures/models/parts/gunstock/add_gunstock_k_color_mask,56,28,1486,0,477,1009,4,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0_add\textures\models\parts\gunstock\add_gunstock_l_color_mask.png,textures/models/parts/gunstock/add_gunstock_l_color_mask,66,38,1920,0,924,996,7,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0_add\textures\models\parts\gunstock\add_gunstock_m_color_mask.png,textures/models/parts/gunstock/add_gunstock_m_color_mask,56,28,1024,0,0,1024,6,254
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0_add\textures\models\parts\gunstock\add_gunstock_n_color_mask.png,textures/models/parts/gunstock/add_gunstock_n_color_mask,76,38,1268,0,526,742,1,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0_add\textures\models\parts\gunstock\add_gunstock_o_color_mask.png,textures/models/parts/gunstock/add_gunstock_o_color_mask,34,22,743,0,0,743,8,254
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0_add\textures\models\parts\gunstock\add_gunstock_p_color_mask.png,textures/models/parts/gunstock/add_gunstock_p_color_mask,58,30,759,0,0,759,2,254
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0\textures\models\parts\gunstock\gunstock_a_color_mask.png,textures/models/parts/gunstock/gunstock_a_color_mask,16,12,180,0,0,180,29,238
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0\textures\models\parts\gunstock\gunstock_b_color_mask.png,textures/models/parts/gunstock/gunstock_b_color_mask,16,12,184,0,0,184,32,241
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0\textures\models\parts\gunstock\gunstock_c_color_mask.png,textures/models/parts/gunstock/gunstock_c_color_mask,26,14,316,0,0,316,51,252
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0\textures\models\parts\gunstock\gunstock_d_color_mask.png,textures/models/parts/gunstock/gunstock_d_color_mask,24,18,406,0,0,406,20,251
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0\textures\models\parts\gunstock\gunstock_e_color_mask.png,textures/models/parts/gunstock/gunstock_e_color_mask,20,14,276,0,4,272,55,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0\textures\models\parts\gunstock\gunstock_f_color_mask.png,textures/models/parts/gunstock/gunstock_f_color_mask,44,24,1013,0,9,1004,39,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0\textures\models\parts\gunstock\gunstock_g_color_mask.png,textures/models/parts/gunstock/gunstock_g_color_mask,22,12,256,0,0,256,18,252
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0\textures\models\parts\gunstock\gunstock_h_color_mask.png,textures/models/parts/gunstock/gunstock_h_color_mask,24,16,371,0,0,371,12,236
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0\textures\models\parts\gunstock\gunstock_i_color_mask.png,textures/models/parts/gunstock/gunstock_i_color_mask,60,44,2625,0,0,2625,35,249
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0\textures\models\parts\gunstock\gunstock_j_color_mask.png,textures/models/parts/gunstock/gunstock_j_color_mask,10,14,129,0,0,129,25,252
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0\textures\models\parts\magazine_tao\magazine_tao_color_mask.png,textures/models/parts/magazine_tao/magazine_tao_color_mask,14,8,106,0,1,105,44,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0\textures\models\parts\muzzle\muzzle_a_color_mask.png,textures/models/parts/muzzle/muzzle_a_color_mask,18,20,313,0,0,313,16,251
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0\textures\models\parts\muzzle\muzzle_b_color_mask.png,textures/models/parts/muzzle/muzzle_b_color_mask,20,12,212,0,71,141,78,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0\textures\models\parts\muzzle\muzzle_c_color_mask.png,textures/models/parts/muzzle/muzzle_c_color_mask,6,4,22,0,1,21,66,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0\textures\models\parts\muzzle\muzzle_d_color_mask.png,textures/models/parts/muzzle/muzzle_d_color_mask,12,6,40,0,28,12,84,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0\textures\models\parts\muzzle\muzzle_f_color_mask.png,textures/models/parts/muzzle/muzzle_f_color_mask,4,10,32,0,0,32,23,251
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0_add\textures\models\parts\muzzle\parts_muzzle_1a_color_mask.png,textures/models/parts/muzzle/parts_muzzle_1a_color_mask,6,10,53,0,1,52,6,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0_add\textures\models\parts\muzzle\parts_muzzle_1b_color_mask.png,textures/models/parts/muzzle/parts_muzzle_1b_color_mask,4,8,28,2,0,26,0,253
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0_add\textures\models\parts\muzzle\parts_muzzle_1c_color_mask.png,textures/models/parts/muzzle/parts_muzzle_1c_color_mask,6,10,45,0,1,44,12,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0_add\textures\models\parts\muzzle\parts_muzzle_1d_color_mask.png,textures/models/parts/muzzle/parts_muzzle_1d_color_mask,4,10,32,0,0,32,9,253
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0_add\textures\models\parts\muzzle\parts_muzzle_1e_color_mask.png,textures/models/parts/muzzle/parts_muzzle_1e_color_mask,6,10,48,0,1,47,12,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0_add\textures\models\parts\muzzle\parts_muzzle_1f_color_mask.png,textures/models/parts/muzzle/parts_muzzle_1f_color_mask,8,8,61,0,0,61,7,254
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0_add\textures\models\parts\muzzle\parts_muzzle_1g_color_mask.png,textures/models/parts/muzzle/parts_muzzle_1g_color_mask,6,8,46,0,2,44,3,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0_add\textures\models\parts\muzzle\parts_muzzle_1h_color_mask.png,textures/models/parts/muzzle/parts_muzzle_1h_color_mask,4,10,32,0,0,32,11,254
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0_add\textures\models\parts\muzzle\parts_muzzle_1i_color_mask.png,textures/models/parts/muzzle/parts_muzzle_1i_color_mask,4,8,23,0,0,23,4,254
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0_add\textures\models\parts\muzzle\parts_muzzle_1j_color_mask.png,textures/models/parts/muzzle/parts_muzzle_1j_color_mask,6,8,37,0,1,36,10,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0_add\textures\models\parts\muzzle\parts_muzzle_1k_color_mask.png,textures/models/parts/muzzle/parts_muzzle_1k_color_mask,6,8,47,0,2,45,9,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0_add\textures\models\parts\muzzle\parts_muzzle_1l_color_mask.png,textures/models/parts/muzzle/parts_muzzle_1l_color_mask,6,8,40,0,1,39,7,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0_add\textures\models\parts\muzzle\parts_muzzle_1m_color_mask.png,textures/models/parts/muzzle/parts_muzzle_1m_color_mask,4,8,25,0,1,24,8,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0_add\textures\models\parts\muzzle\parts_muzzle_1n_color_mask.png,textures/models/parts/muzzle/parts_muzzle_1n_color_mask,4,8,29,0,1,28,8,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0\textures\models\parts\rack\rack_a_color_mask.png,textures/models/parts/rack/rack_a_color_mask,10,16,153,0,4,149,101,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0\textures\models\parts\right_sight_add\right_sight_add_a_color_mask.png,textures/models/parts/right_sight_add/right_sight_add_a_color_mask,32,18,566,0,55,511,86,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0_add\textures\models\parts\slider\add_slider_1a_color_mask.png,textures/models/parts/slider/add_slider_1a_color_mask,10,12,106,0,1,105,166,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0_add\textures\models\parts\slider\add_slider_1b_color_mask.png,textures/models/parts/slider/add_slider_1b_color_mask,20,10,24,0,0,24,148,229
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0_add\textures\models\parts\slider\add_slider_1c_color_mask.png,textures/models/parts/slider/add_slider_1c_color_mask,22,12,91,0,0,91,210,252
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0_add\textures\models\parts\slider\add_slider_1d_color_mask.png,textures/models/parts/slider/add_slider_1d_color_mask,16,8,49,0,0,49,158,244
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0_add\textures\models\parts\slider\add_slider_1e_color_mask.png,textures/models/parts/slider/add_slider_1e_color_mask,8,12,92,0,1,91,186,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0_add\textures\models\parts\slider\add_slider_1f_color_mask.png,textures/models/parts/slider/add_slider_1f_color_mask,46,32,18,0,0,18,76,175
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0_add\textures\models\parts\slider\add_slider_1g_color_mask.png,textures/models/parts/slider/add_slider_1g_color_mask,120,60,507,0,4,503,143,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0_add\textures\models\parts\slider\add_slider_1h_color_mask.png,textures/models/parts/slider/add_slider_1h_color_mask,74,38,31,0,0,31,145,152
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0_add\textures\models\parts\slider\add_slider_1i_color_mask.png,textures/models/parts/slider/add_slider_1i_color_mask,36,28,273,0,4,269,148,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0_add\textures\models\parts\slider\add_slider_1j_color_mask.png,textures/models/parts/slider/add_slider_1j_color_mask,104,132,97,0,0,97,176,182
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0_add\textures\models\parts\slider\add_slider_1k_color_mask.png,textures/models/parts/slider/add_slider_1k_color_mask,98,66,10,0,0,10,145,147
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0_add\textures\models\parts\slider\add_slider_1l_color_mask.png,textures/models/parts/slider/add_slider_1l_color_mask,36,30,89,0,1,88,120,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0_add\textures\models\parts\slider\add_slider_1m_color_mask.png,textures/models/parts/slider/add_slider_1m_color_mask,44,22,100,0,1,99,145,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0\textures\models\parts\slider\slider_a1_color_mask.png,textures/models/parts/slider/slider_a1_color_mask,26,18,464,0,0,464,24,253
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0\textures\models\parts\slider\slider_a2_color_mask.png,textures/models/parts/slider/slider_a2_color_mask,26,18,464,0,0,464,11,253
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0\textures\models\parts\slider\slider_a3_color_mask.png,textures/models/parts/slider/slider_a3_color_mask,26,18,464,0,0,464,40,249
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0\textures\models\parts\slider\slider_a4_color_mask.png,textures/models/parts/slider/slider_a4_color_mask,26,18,464,0,2,462,24,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0\textures\models\parts\slider\slider_b_color_mask.png,textures/models/parts/slider/slider_b_color_mask,12,6,65,0,1,64,22,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0\textures\models\parts\slider\slider_c_color_mask.png,textures/models/parts/slider/slider_c_color_mask,12,6,53,0,4,49,78,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0\textures\models\parts\slider\slider_d_color_mask.png,textures/models/parts/slider/slider_d_color_mask,14,8,61,0,10,51,89,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0\textures\models\parts\slider\slider_e_color_mask.png,textures/models/parts/slider/slider_e_color_mask,16,8,57,0,1,56,49,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0\textures\models\parts\slider\slider_f_color_mask.png,textures/models/parts/slider/slider_f_color_mask,8,4,26,0,6,20,104,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0\textures\models\parts\slider\slider_g_color_mask.png,textures/models/parts/slider/slider_g_color_mask,18,14,216,0,18,198,53,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0\textures\models\parts\up_sight\up_sight_a_color_mask.png,textures/models/parts/up_sight/up_sight_a_color_mask,30,20,592,0,0,592,13,254
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0\textures\models\parts\up_sight\up_sight_b_color_mask.png,textures/models/parts/up_sight/up_sight_b_color_mask,10,16,82,0,2,80,3,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0\textures\models\parts\up_sight\up_sight_c_color_mask.png,textures/models/parts/up_sight/up_sight_c_color_mask,44,32,1009,0,3,1006,25,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0\textures\models\parts\up_sight\up_sight_d_color_mask.png,textures/models/parts/up_sight/up_sight_d_color_mask,8,12,85,0,11,74,17,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0\textures\models\parts\up_sight\up_sight_e_color_mask.png,textures/models/parts/up_sight/up_sight_e_color_mask,28,14,261,0,94,167,136,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0\textures\models\parts\up_sight\up_sight_f_color_mask.png,textures/models/parts/up_sight/up_sight_f_color_mask,30,20,598,0,2,596,9,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0\textures\models\parts\up_sight\up_sight_g_color_mask.png,textures/models/parts/up_sight/up_sight_g_color_mask,10,16,114,0,0,114,16,252
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0\textures\models\parts\up_sight\up_sight_h_color_mask.png,textures/models/parts/up_sight/up_sight_h_color_mask,8,10,72,0,49,23,96,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0\textures\models\parts\up_sight\up_sight_i_color_mask.png,textures/models/parts/up_sight/up_sight_i_color_mask,6,8,41,0,6,35,16,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0\textures\models\parts\up_sight\up_sight_j_color_mask.png,textures/models/parts/up_sight/up_sight_j_color_mask,8,14,99,0,1,98,77,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0\textures\models\parts\up_sight\up_sight_k_color_mask.png,textures/models/parts/up_sight/up_sight_k_color_mask,8,12,80,0,0,80,24,252
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0\textures\models\parts\up_sight\up_sight_l_color_mask.png,textures/models/parts/up_sight/up_sight_l_color_mask,24,42,997,0,0,997,10,254
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0\textures\models\parts\up_sight\up_sight_m_color_mask.png,textures/models/parts/up_sight/up_sight_m_color_mask,52,26,72,0,0,72,9,252
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0\textures\models\parts\up_sight\up_sight_n_color_mask.png,textures/models/parts/up_sight/up_sight_n_color_mask,46,26,996,0,0,996,8,252
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0\textures\models\parts\up_sight\up_sight_o_color_mask.png,textures/models/parts/up_sight/up_sight_o_color_mask,112,56,622,0,0,622,8,249
